date,market,variety,origin,method,unit_kg,qty_kg,qty_total_kg,high_yen,mid_yen,low_yen,high_yen_per_kg,mid_yen_per_kg,low_yen_per_kg
2026-08-04,多摩NT,ピオーネ,山梨,相対,0.4,1243.0,1247.0,648.0,,,1620,,
2026-08-04,多摩NT,巨峰,山梨,相対,5.0,1243.0,1247.0,7560.0,,,1512,,
2026-08-04,多摩NT,巨峰,長野,相対,0.35,1243.0,1247.0,756.0,,,2160,,
2026-08-04,多摩NT,巨峰,長野,第三者販売,0.35,4.0,1247.0,756.0,,,2160,,
2026-08-04,大田,シャインマスカット,各地,商物分離,5.0,720.0,73460.0,14040.0,,,2808,,
2026-08-04,大田,シャインマスカット,各地,相対,5.0,72440.0,73460.0,24840.0,12960.0,7560.0,4968,2592,1512
2026-08-04,大田,シャインマスカット,山梨,せり・入札,5.0,248.0,73460.0,7020.0,5400.0,,1404,1080,
2026-08-04,大田,シャインマスカット,山梨,相対,5.0,72440.0,73460.0,20520.0,14040.0,9720.0,4104,2808,1944
2026-08-04,大田,シャインマスカット,長野,相対,5.0,72440.0,73460.0,19440.0,15120.0,14040.0,3888,3024,2808
2026-08-04,大田,デラウェア,山形,相対,2.0,72440.0,73460.0,1944.0,1620.0,864.0,972,810,432
2026-08-04,大田,デラウェア,山梨,相対,2.0,72440.0,73460.0,2700.0,2160.0,1404.0,1350,1080,702
2026-08-04,大田,ピオーネ,各地,相対,5.0,72440.0,73460.0,17280.0,16956.0,16200.0,3456,3391,3240
2026-08-04,大田,ピオーネ,山梨,相対,0.4,72440.0,73460.0,702.0,594.0,540.0,1755,1485,1350
2026-08-04,大田,ピオーネ,岡山,相対,5.0,72440.0,73460.0,14040.0,8856.0,6480.0,2808,1771,1296
2026-08-04,大田,巨峰,各地,相対,0.35,72440.0,73460.0,702.0,,410.0,2006,,1171
2026-08-04,大田,巨峰,山梨,せり・入札,5.0,248.0,73460.0,3240.0,,,648,,
2026-08-04,大田,巨峰,山梨,相対,5.0,72440.0,73460.0,10800.0,7560.0,3240.0,2160,1512,648
2026-08-04,大田,巨峰,長野,相対,0.35,72440.0,73460.0,756.0,,594.0,2160,,1697
2026-08-04,板橋,デラウェア,山形,相対,2.0,600.0,600.0,1620.0,,,810,,
2026-08-04,板橋,巨峰,山梨,相対,5.0,600.0,600.0,7020.0,,,1404,,
2026-08-04,淀橋,シャインマスカット,山梨,相対,5.0,9405.0,9405.0,18360.0,,12960.0,3672,,2592
2026-08-04,淀橋,シャインマスカット,長野,相対,5.0,9405.0,9405.0,21600.0,19440.0,18360.0,4320,3888,3672
2026-08-04,淀橋,デラウェア,山形,相対,2.0,9405.0,9405.0,2160.0,1944.0,1728.0,1080,972,864
2026-08-04,淀橋,ピオーネ,山梨,相対,5.0,9405.0,9405.0,10800.0,,,2160,,
2026-08-04,淀橋,巨峰,山梨,相対,5.0,9405.0,9405.0,8100.0,,7020.0,1620,,1404
2026-08-04,淀橋,巨峰,長野,相対,0.35,9405.0,9405.0,810.0,,,2314,,
2026-08-04,葛西,デラウェア,各地,相対,2.0,2000.0,2000.0,,378.0,,,189,
2026-08-04,葛西,巨峰,各地,相対,0.35,2000.0,2000.0,,648.0,,,1851,
2026-08-04,豊島,シャインマスカット,山梨,相対,5.0,1400.0,1400.0,1188.0,1080.0,972.0,238,216,194
2026-08-04,豊島,デラウェア,山形,相対,2.0,1400.0,1400.0,324.0,270.0,216.0,162,135,108
2026-08-04,豊洲,シャインマスカット,各地,相対,5.0,10011.0,16348.0,14040.0,,10800.0,2808,,2160
2026-08-04,豊洲,シャインマスカット,各地,第三者販売,5.0,6117.0,16348.0,14040.0,,12960.0,2808,,2592
2026-08-04,豊洲,シャインマスカット,山梨,相対,5.0,10011.0,16348.0,16200.0,12960.0,11880.0,3240,2592,2376
2026-08-04,豊洲,シャインマスカット,山梨,第三者販売,5.0,6117.0,16348.0,15120.0,12960.0,11880.0,3024,2592,2376
2026-08-04,豊洲,シャインマスカット,長野,相対,5.0,10011.0,16348.0,15660.0,15120.0,14040.0,3132,3024,2808
2026-08-04,豊洲,シャインマスカット,長野,第三者販売,5.0,6117.0,16348.0,15660.0,,15120.0,3132,,3024
2026-08-04,豊洲,デラウェア,山形,相対,2.0,10011.0,16348.0,1944.0,1728.0,1512.0,972,864,756
2026-08-04,豊洲,デラウェア,山形,第三者販売,2.0,6117.0,16348.0,1944.0,,1728.0,972,,864
2026-08-04,豊洲,デラウェア,山梨,相対,2.0,10011.0,16348.0,2376.0,,2160.0,1188,,1080
2026-08-04,豊洲,デラウェア,山梨,第三者販売,2.0,6117.0,16348.0,,2376.0,,,1188,
2026-08-04,豊洲,ピオーネ,各地,相対,5.0,10011.0,16348.0,,16200.0,,,3240,
2026-08-04,豊洲,ピオーネ,山梨,相対,0.4,10011.0,16348.0,,648.0,,,1620,
2026-08-04,豊洲,ピオーネ,山梨,第三者販売,0.4,6117.0,16348.0,648.0,,594.0,1620,,1485
2026-08-04,豊洲,ピオーネ,岡山,相対,5.0,10011.0,16348.0,10800.0,8640.0,6480.0,2160,1728,1296
2026-08-04,豊洲,巨峰,山梨,せり・入札,5.0,220.0,16348.0,,5400.0,,,1080,
2026-08-04,豊洲,巨峰,山梨,相対,5.0,10011.0,16348.0,7776.0,7020.0,6480.0,1555,1404,1296
2026-08-04,豊洲,巨峰,山梨,第三者販売,5.0,6117.0,16348.0,7776.0,7560.0,6480.0,1555,1512,1296
2026-08-04,豊洲,巨峰,長野,相対,0.35,10011.0,16348.0,756.0,,594.0,2160,,1697
2026-08-06,世田谷,デラウェア,山形,相対,2.0,400.0,400.0,2700.0,,,1350,,
2026-08-06,世田谷,巨峰,山梨,相対,5.0,400.0,400.0,6480.0,,,1296,,
2026-08-06,北足立,シャインマスカット,山梨,相対,5.0,7200.0,7200.0,,19440.0,,,3888,
2026-08-06,北足立,デラウェア,山形,相対,2.0,7200.0,7200.0,2160.0,1944.0,1620.0,1080,972,810
2026-08-06,北足立,デラウェア,山梨,相対,2.0,7200.0,7200.0,,2376.0,,,1188,
2026-08-06,北足立,巨峰,山梨,相対,5.0,7200.0,7200.0,,16200.0,,,3240,
2026-08-06,多摩NT,シャインマスカット,山梨,相対,5.0,962.0,962.0,17280.0,14040.0,12960.0,3456,2808,2592
2026-08-06,多摩NT,シャインマスカット,長野,相対,5.0,962.0,962.0,16200.0,,,3240,,
2026-08-06,多摩NT,デラウェア,山形,相対,2.0,962.0,962.0,1944.0,1620.0,1296.0,972,810,648
2026-08-06,多摩NT,デラウェア,山梨,相対,2.0,962.0,962.0,1944.0,,,972,,
2026-08-06,多摩NT,巨峰,山梨,相対,5.0,962.0,962.0,7560.0,,,1512,,
2026-08-06,多摩NT,巨峰,長野,相対,0.35,962.0,962.0,756.0,,,2160,,
2026-08-06,大田,シャインマスカット,各地,商物分離,5.0,573.0,94080.0,14040.0,,,2808,,
2026-08-06,大田,シャインマスカット,各地,相対,5.0,92712.0,94080.0,24840.0,14040.0,8100.0,4968,2808,1620
2026-08-06,大田,シャインマスカット,各地,第三者販売,5.0,15.0,94080.0,11880.0,,,2376,,
2026-08-06,大田,シャインマスカット,山梨,せり・入札,5.0,780.0,94080.0,7560.0,,6480.0,1512,,1296
2026-08-06,大田,シャインマスカット,山梨,相対,5.0,92712.0,94080.0,18360.0,12960.0,8640.0,3672,2592,1728
2026-08-06,大田,シャインマスカット,長野,相対,5.0,92712.0,94080.0,19440.0,15120.0,11880.0,3888,3024,2376
2026-08-06,大田,デラウェア,山形,相対,2.0,92712.0,94080.0,1944.0,1620.0,864.0,972,810,432
2026-08-06,大田,デラウェア,山梨,相対,2.0,92712.0,94080.0,2700.0,2160.0,1620.0,1350,1080,810
2026-08-06,大田,ピオーネ,各地,せり・入札,5.0,780.0,94080.0,4320.0,,,864,,
2026-08-06,大田,ピオーネ,各地,相対,5.0,92712.0,94080.0,17280.0,17280.0,5724.0,3456,3456,1145
2026-08-06,大田,ピオーネ,山梨,せり・入札,0.4,780.0,94080.0,486.0,,378.0,1215,,945
2026-08-06,大田,ピオーネ,山梨,相対,0.4,92712.0,94080.0,648.0,540.0,486.0,1620,1350,1215
2026-08-06,大田,ピオーネ,岡山,相対,5.0,92712.0,94080.0,12960.0,9504.0,7560.0,2592,1901,1512
2026-08-06,大田,巨峰,各地,せり・入札,0.35,780.0,94080.0,410.0,,,1171,,
2026-08-06,大田,巨峰,各地,相対,0.35,92712.0,94080.0,594.0,540.0,,1697,1543,
2026-08-06,大田,巨峰,山梨,せり・入札,5.0,780.0,94080.0,4860.0,4320.0,,972,864,
2026-08-06,大田,巨峰,山梨,相対,5.0,92712.0,94080.0,10800.0,6480.0,1080.0,2160,1296,216
2026-08-06,大田,巨峰,長野,相対,0.35,92712.0,94080.0,756.0,,594.0,2160,,1697
2026-08-06,板橋,シャインマスカット,山梨,相対,5.0,1200.0,1200.0,9720.0,,,1944,,
2026-08-06,板橋,シャインマスカット,長野,相対,5.0,1200.0,1200.0,,14040.0,,,2808,
2026-08-06,淀橋,シャインマスカット,山梨,相対,5.0,10487.0,10487.0,18360.0,,12960.0,3672,,2592
2026-08-06,淀橋,シャインマスカット,長野,相対,5.0,10487.0,10487.0,19440.0,17280.0,16200.0,3888,3456,3240
2026-08-06,淀橋,デラウェア,山形,相対,2.0,10487.0,10487.0,2160.0,1944.0,1728.0,1080,972,864
2026-08-06,淀橋,ピオーネ,山梨,相対,5.0,10487.0,10487.0,10800.0,,,2160,,
2026-08-06,淀橋,巨峰,山梨,相対,5.0,10487.0,10487.0,8100.0,,7020.0,1620,,1404
2026-08-06,淀橋,巨峰,長野,相対,0.35,10487.0,10487.0,810.0,,,2314,,
2026-08-06,葛西,デラウェア,各地,相対,2.0,1600.0,1600.0,,378.0,,,189,
2026-08-06,葛西,巨峰,各地,相対,0.35,1600.0,1600.0,,648.0,,,1851,
2026-08-06,豊島,デラウェア,山形,相対,2.0,800.0,800.0,324.0,270.0,216.0,162,135,108
2026-08-06,豊島,デラウェア,山梨,相対,2.0,800.0,800.0,216.0,,,108,,
2026-08-06,豊洲,シャインマスカット,各地,相対,5.0,12844.0,20576.0,16740.0,8640.0,6480.0,3348,1728,1296
2026-08-06,豊洲,シャインマスカット,各地,第三者販売,5.0,7563.0,20576.0,15120.0,14040.0,12960.0,3024,2808,2592
2026-08-06,豊洲,シャインマスカット,山梨,相対,5.0,12844.0,20576.0,16200.0,12960.0,11880.0,3240,2592,2376
2026-08-06,豊洲,シャインマスカット,山梨,第三者販売,5.0,7563.0,20576.0,14040.0,12960.0,9180.0,2808,2592,1836
2026-08-06,豊洲,シャインマスカット,長野,相対,5.0,12844.0,20576.0,15660.0,15120.0,14040.0,3132,3024,2808
2026-08-06,豊洲,シャインマスカット,長野,第三者販売,5.0,7563.0,20576.0,16200.0,15120.0,14040.0,3240,3024,2808
2026-08-06,豊洲,デラウェア,山形,相対,2.0,12844.0,20576.0,1728.0,1512.0,1404.0,864,756,702
2026-08-06,豊洲,デラウェア,山形,第三者販売,2.0,7563.0,20576.0,1944.0,,1512.0,972,,756
2026-08-06,豊洲,デラウェア,山梨,相対,2.0,12844.0,20576.0,1944.0,,1620.0,972,,810
2026-08-06,豊洲,デラウェア,山梨,第三者販売,2.0,7563.0,20576.0,,2160.0,,,1080,
2026-08-06,豊洲,ピオーネ,各地,相対,5.0,12844.0,20576.0,,16200.0,,,3240,
2026-08-06,豊洲,ピオーネ,山梨,相対,0.4,12844.0,20576.0,,648.0,,,1620,
2026-08-06,豊洲,ピオーネ,山梨,第三者販売,0.4,7563.0,20576.0,,594.0,,,1485,
2026-08-06,豊洲,ピオーネ,岡山,相対,5.0,12844.0,20576.0,9720.0,,6480.0,1944,,1296
2026-08-06,豊洲,巨峰,山梨,せり・入札,5.0,169.0,20576.0,4320.0,,3888.0,864,,778
2026-08-06,豊洲,巨峰,山梨,相対,5.0,12844.0,20576.0,7776.0,7020.0,6480.0,1555,1404,1296
2026-08-06,豊洲,巨峰,山梨,第三者販売,5.0,7563.0,20576.0,8100.0,7776.0,7020.0,1620,1555,1404
2026-08-06,豊洲,巨峰,長野,相対,0.35,12844.0,20576.0,810.0,,594.0,2314,,1697
2026-08-06,豊洲,巨峰,長野,第三者販売,0.35,7563.0,20576.0,,756.0,,,2160,
2026-08-07,世田谷,シャインマスカット,山梨,相対,5.0,700.0,700.0,6480.0,,,1296,,
2026-08-07,世田谷,巨峰,山梨,相対,5.0,700.0,700.0,6480.0,,,1296,,
2026-08-07,北足立,シャインマスカット,山梨,相対,5.0,8200.0,8200.0,,16200.0,,,3240,
2026-08-07,北足立,デラウェア,山形,相対,2.0,8200.0,8200.0,2160.0,1944.0,1620.0,1080,972,810
2026-08-07,北足立,デラウェア,山梨,相対,2.0,8200.0,8200.0,2160.0,,,1080,,
2026-08-07,北足立,巨峰,山梨,相対,5.0,8200.0,8200.0,,7020.0,,,1404,
2026-08-07,多摩NT,シャインマスカット,山梨,相対,5.0,1201.0,1201.0,17280.0,14040.0,12960.0,3456,2808,2592
2026-08-07,多摩NT,シャインマスカット,長野,相対,5.0,1201.0,1201.0,16200.0,,,3240,,
2026-08-07,多摩NT,デラウェア,山形,相対,2.0,1201.0,1201.0,1944.0,1620.0,1296.0,972,810,648
2026-08-07,多摩NT,デラウェア,山梨,相対,2.0,1201.0,1201.0,1944.0,,,972,,
2026-08-07,多摩NT,ピオーネ,山梨,相対,0.4,1201.0,1201.0,648.0,,,1620,,
2026-08-07,多摩NT,巨峰,山梨,相対,5.0,1201.0,1201.0,7560.0,,,1512,,
2026-08-07,多摩NT,巨峰,長野,相対,0.35,1201.0,1201.0,756.0,,,2160,,
2026-08-07,大田,シャインマスカット,各地,相対,5.0,86201.0,87470.0,24840.0,14040.0,8100.0,4968,2808,1620
2026-08-07,大田,シャインマスカット,山梨,せり・入札,5.0,759.0,87470.0,8640.0,7560.0,,1728,1512,
2026-08-07,大田,シャインマスカット,山梨,相対,5.0,86201.0,87470.0,18360.0,11880.0,8640.0,3672,2376,1728
2026-08-07,大田,シャインマスカット,長野,相対,5.0,86201.0,87470.0,19440.0,15120.0,14040.0,3888,3024,2808
2026-08-07,大田,デラウェア,山形,相対,2.0,86201.0,87470.0,1944.0,1620.0,1188.0,972,810,594
2026-08-07,大田,デラウェア,山梨,相対,2.0,86201.0,87470.0,2700.0,2160.0,1404.0,1350,1080,702
2026-08-07,大田,ピオーネ,各地,相対,5.0,86201.0,87470.0,17280.0,17280.0,5724.0,3456,3456,1145
2026-08-07,大田,ピオーネ,山梨,相対,0.4,86201.0,87470.0,702.0,540.0,486.0,1755,1350,1215
2026-08-07,大田,ピオーネ,岡山,相対,5.0,86201.0,87470.0,12960.0,9504.0,7560.0,2592,1901,1512
2026-08-07,大田,巨峰,各地,せり・入札,0.35,759.0,87470.0,356.0,,324.0,1017,,926
2026-08-07,大田,巨峰,各地,相対,0.35,86201.0,87470.0,594.0,,378.0,1697,,1080
2026-08-07,大田,巨峰,山梨,せり・入札,5.0,759.0,87470.0,5184.0,4860.0,4320.0,1037,972,864
2026-08-07,大田,巨峰,山梨,相対,5.0,86201.0,87470.0,10800.0,6480.0,1080.0,2160,1296,216
2026-08-07,大田,巨峰,長野,相対,0.35,86201.0,87470.0,756.0,,594.0,2160,,1697
2026-08-07,板橋,シャインマスカット,山梨,相対,5.0,2100.0,2100.0,14040.0,11880.0,,2808,2376,
2026-08-07,板橋,デラウェア,各地,相対,2.0,2100.0,2100.0,1620.0,,,810,,
2026-08-07,板橋,巨峰,山梨,相対,5.0,2100.0,2100.0,7020.0,,,1404,,
2026-08-07,淀橋,シャインマスカット,山梨,相対,5.0,10762.0,10762.0,17280.0,,12960.0,3456,,2592
2026-08-07,淀橋,シャインマスカット,長野,相対,5.0,10762.0,10762.0,19440.0,17280.0,16200.0,3888,3456,3240
2026-08-07,淀橋,デラウェア,山形,相対,2.0,10762.0,10762.0,2160.0,1944.0,1728.0,1080,972,864
2026-08-07,淀橋,ピオーネ,山梨,相対,5.0,10762.0,10762.0,10800.0,,,2160,,
2026-08-07,淀橋,巨峰,山梨,相対,5.0,10762.0,10762.0,7560.0,,6480.0,1512,,1296
2026-08-07,淀橋,巨峰,長野,相対,0.35,10762.0,10762.0,810.0,,,2314,,
2026-08-07,葛西,デラウェア,各地,相対,2.0,2400.0,2400.0,,378.0,,,189,
2026-08-07,葛西,巨峰,各地,相対,0.35,2400.0,2400.0,,648.0,,,1851,
2026-08-07,豊島,シャインマスカット,長野,相対,5.0,1100.0,1100.0,15120.0,,14040.0,3024,,2808
2026-08-07,豊島,デラウェア,山形,相対,2.0,1100.0,1100.0,1620.0,,,810,,
2026-08-07,豊島,巨峰,各地,相対,0.35,1100.0,1100.0,594.0,,572.0,1697,,1634
2026-08-07,豊島,巨峰,山梨,相対,5.0,1100.0,1100.0,7560.0,,7236.0,1512,,1447
2026-08-07,豊洲,シャインマスカット,各地,相対,5.0,12294.0,19481.0,22680.0,14040.0,11880.0,4536,2808,2376
2026-08-07,豊洲,シャインマスカット,各地,第三者販売,5.0,6964.0,19481.0,14040.0,11880.0,10800.0,2808,2376,2160
2026-08-07,豊洲,シャインマスカット,山梨,相対,5.0,12294.0,19481.0,16200.0,12960.0,11880.0,3240,2592,2376
2026-08-07,豊洲,シャインマスカット,山梨,第三者販売,5.0,6964.0,19481.0,12960.0,,11880.0,2592,,2376
2026-08-07,豊洲,シャインマスカット,長野,相対,5.0,12294.0,19481.0,16200.0,15120.0,14040.0,3240,3024,2808
2026-08-07,豊洲,シャインマスカット,長野,第三者販売,5.0,6964.0,19481.0,,15120.0,,,3024,
2026-08-07,豊洲,デラウェア,山形,相対,2.0,12294.0,19481.0,1728.0,,1512.0,864,,756
2026-08-07,豊洲,デラウェア,山形,第三者販売,2.0,6964.0,19481.0,1944.0,,1404.0,972,,702
2026-08-07,豊洲,デラウェア,山梨,相対,2.0,12294.0,19481.0,2376.0,,1620.0,1188,,810
2026-08-07,豊洲,デラウェア,山梨,第三者販売,2.0,6964.0,19481.0,,1944.0,,,972,
2026-08-07,豊洲,ピオーネ,各地,相対,5.0,12294.0,19481.0,,16200.0,,,3240,
2026-08-07,豊洲,ピオーネ,山梨,第三者販売,0.4,6964.0,19481.0,648.0,,594.0,1620,,1485
2026-08-07,豊洲,ピオーネ,岡山,相対,5.0,12294.0,19481.0,8640.0,,7560.0,1728,,1512
2026-08-07,豊洲,巨峰,山梨,相対,5.0,12294.0,19481.0,7776.0,7020.0,6480.0,1555,1404,1296
2026-08-07,豊洲,巨峰,山梨,第三者販売,5.0,6964.0,19481.0,8100.0,7776.0,7020.0,1620,1555,1404
2026-08-07,豊洲,巨峰,長野,相対,0.35,12294.0,19481.0,670.0,432.0,302.0,1914,1234,863
2026-08-08,世田谷,シャインマスカット,山梨,相対,5.0,900.0,900.0,,,5940.0,,,1188
2026-08-08,世田谷,デラウェア,山形,相対,2.0,900.0,900.0,2700.0,,,1350,,
2026-08-08,世田谷,巨峰,山梨,相対,5.0,900.0,900.0,6480.0,,,1296,,
2026-08-08,北足立,シャインマスカット,山梨,相対,5.0,9000.0,9000.0,,16200.0,,,3240,
2026-08-08,北足立,デラウェア,山形,相対,2.0,9000.0,9000.0,2160.0,1944.0,1620.0,1080,972,810
2026-08-08,北足立,デラウェア,山梨,相対,2.0,9000.0,9000.0,2160.0,,,1080,,
2026-08-08,北足立,巨峰,山梨,相対,5.0,9000.0,9000.0,,7020.0,,,1404,
2026-08-08,多摩NT,シャインマスカット,山梨,相対,5.0,2338.0,2338.0,17280.0,14040.0,12960.0,3456,2808,2592
2026-08-08,多摩NT,シャインマスカット,長野,相対,5.0,2338.0,2338.0,16200.0,,,3240,,
2026-08-08,多摩NT,デラウェア,山形,相対,2.0,2338.0,2338.0,1944.0,1620.0,1296.0,972,810,648
2026-08-08,多摩NT,デラウェア,山梨,相対,2.0,2338.0,2338.0,1944.0,,,972,,
2026-08-08,多摩NT,ピオーネ,山梨,相対,0.4,2338.0,2338.0,648.0,,,1620,,
2026-08-08,多摩NT,巨峰,山梨,相対,5.0,2338.0,2338.0,7560.0,,,1512,,
2026-08-08,多摩NT,巨峰,長野,相対,0.35,2338.0,2338.0,756.0,,,2160,,
2026-08-08,大田,シャインマスカット,各地,商物分離,5.0,32.0,77686.0,14040.0,,,2808,,
2026-08-08,大田,シャインマスカット,各地,相対,5.0,76632.0,77686.0,21600.0,11880.0,8100.0,4320,2376,1620
2026-08-08,大田,シャインマスカット,各地,第三者販売,5.0,507.0,77686.0,10800.0,,,2160,,
2026-08-08,大田,シャインマスカット,山梨,せり・入札,5.0,515.0,77686.0,8640.0,,7560.0,1728,,1512
2026-08-08,大田,シャインマスカット,山梨,相対,5.0,76632.0,77686.0,20520.0,11880.0,8640.0,4104,2376,1728
2026-08-08,大田,シャインマスカット,長野,相対,5.0,76632.0,77686.0,19440.0,15120.0,10800.0,3888,3024,2160
2026-08-08,大田,デラウェア,山形,相対,2.0,76632.0,77686.0,1944.0,1728.0,1188.0,972,864,594
2026-08-08,大田,デラウェア,山梨,相対,2.0,76632.0,77686.0,2700.0,2160.0,1728.0,1350,1080,864
2026-08-08,大田,ピオーネ,各地,相対,5.0,76632.0,77686.0,17280.0,16524.0,16200.0,3456,3305,3240
2026-08-08,大田,ピオーネ,山梨,相対,0.4,76632.0,77686.0,648.0,,486.0,1620,,1215
2026-08-08,大田,ピオーネ,岡山,相対,5.0,76632.0,77686.0,14040.0,9720.0,7560.0,2808,1944,1512
2026-08-08,大田,巨峰,各地,せり・入札,0.35,515.0,77686.0,324.0,,,926,,
2026-08-08,大田,巨峰,各地,相対,0.35,76632.0,77686.0,540.0,,378.0,1543,,1080
2026-08-08,大田,巨峰,山梨,せり・入札,5.0,515.0,77686.0,4320.0,,,864,,
2026-08-08,大田,巨峰,山梨,相対,5.0,76632.0,77686.0,8100.0,6480.0,3240.0,1620,1296,648
2026-08-08,大田,巨峰,長野,相対,0.35,76632.0,77686.0,756.0,,702.0,2160,,2006
2026-08-08,板橋,シャインマスカット,山梨,相対,5.0,2485.0,2600.0,10800.0,9720.0,8640.0,2160,1944,1728
2026-08-08,板橋,シャインマスカット,山梨,第三者販売,5.0,115.0,2600.0,9180.0,,,1836,,
2026-08-08,板橋,シャインマスカット,長野,相対,5.0,2485.0,2600.0,,14040.0,,,2808,
2026-08-08,板橋,デラウェア,山梨,相対,2.0,2485.0,2600.0,,1620.0,,,810,
2026-08-08,淀橋,シャインマスカット,山梨,相対,5.0,11351.0,11351.0,17280.0,,12960.0,3456,,2592
2026-08-08,淀橋,シャインマスカット,長野,相対,5.0,11351.0,11351.0,19440.0,17280.0,16200.0,3888,3456,3240
2026-08-08,淀橋,デラウェア,山形,相対,2.0,11351.0,11351.0,2160.0,1944.0,1728.0,1080,972,864
2026-08-08,淀橋,ピオーネ,山梨,相対,5.0,11351.0,11351.0,10800.0,,,2160,,
2026-08-08,淀橋,巨峰,山梨,相対,5.0,11351.0,11351.0,7560.0,,6480.0,1512,,1296
2026-08-08,淀橋,巨峰,長野,相対,0.35,11351.0,11351.0,810.0,,,2314,,
2026-08-08,葛西,デラウェア,各地,相対,2.0,2600.0,2600.0,,378.0,,,189,
2026-08-08,葛西,巨峰,各地,相対,0.35,2600.0,2600.0,,648.0,,,1851,
2026-08-08,豊島,シャインマスカット,長野,相対,5.0,1400.0,1400.0,15120.0,,14040.0,3024,,2808
2026-08-08,豊島,巨峰,各地,相対,0.35,1400.0,1400.0,594.0,,540.0,1697,,1543
2026-08-08,豊島,巨峰,山梨,相対,5.0,1400.0,1400.0,7560.0,,,1512,,
2026-08-08,豊洲,シャインマスカット,各地,相対,5.0,15127.0,21570.0,19440.0,14040.0,11880.0,3888,2808,2376
2026-08-08,豊洲,シャインマスカット,各地,第三者販売,5.0,6443.0,21570.0,12960.0,11880.0,10800.0,2592,2376,2160
2026-08-08,豊洲,シャインマスカット,山梨,相対,5.0,15127.0,21570.0,12960.0,10800.0,9180.0,2592,2160,1836
2026-08-08,豊洲,シャインマスカット,山梨,第三者販売,5.0,6443.0,21570.0,16200.0,12960.0,8640.0,3240,2592,1728
2026-08-08,豊洲,シャインマスカット,長野,相対,5.0,15127.0,21570.0,15660.0,15120.0,14040.0,3132,3024,2808
2026-08-08,豊洲,シャインマスカット,長野,第三者販売,5.0,6443.0,21570.0,16200.0,,14580.0,3240,,2916
2026-08-08,豊洲,デラウェア,山形,相対,2.0,15127.0,21570.0,1728.0,1512.0,1296.0,864,756,648
2026-08-08,豊洲,デラウェア,山形,第三者販売,2.0,6443.0,21570.0,1944.0,,1728.0,972,,864
2026-08-08,豊洲,デラウェア,山梨,相対,2.0,15127.0,21570.0,2376.0,,1620.0,1188,,810
2026-08-08,豊洲,デラウェア,山梨,第三者販売,2.0,6443.0,21570.0,,1944.0,,,972,
2026-08-08,豊洲,ピオーネ,山梨,相対,0.4,15127.0,21570.0,,648.0,,,1620,
2026-08-08,豊洲,ピオーネ,山梨,第三者販売,0.4,6443.0,21570.0,594.0,,540.0,1485,,1350
2026-08-08,豊洲,ピオーネ,岡山,相対,5.0,15127.0,21570.0,12960.0,8640.0,7560.0,2592,1728,1512
2026-08-08,豊洲,巨峰,山梨,相対,5.0,15127.0,21570.0,7776.0,7020.0,6480.0,1555,1404,1296
2026-08-08,豊洲,巨峰,山梨,第三者販売,5.0,6443.0,21570.0,8100.0,7776.0,7020.0,1620,1555,1404
2026-08-08,豊洲,巨峰,長野,相対,0.35,15127.0,21570.0,756.0,,432.0,2160,,1234
2026-08-10,世田谷,巨峰,山梨,相対,5.0,600.0,600.0,6480.0,,,1296,,
2026-08-10,北足立,シャインマスカット,山梨,相対,5.0,8900.0,8900.0,,16200.0,,,3240,
2026-08-10,北足立,デラウェア,山形,相対,2.0,8900.0,8900.0,2160.0,1944.0,1620.0,1080,972,810
2026-08-10,北足立,デラウェア,山梨,相対,2.0,8900.0,8900.0,2160.0,,,1080,,
2026-08-10,北足立,巨峰,山梨,相対,5.0,8900.0,8900.0,,7020.0,,,1404,
2026-08-10,多摩NT,シャインマスカット,山梨,相対,5.0,2354.0,2354.0,17280.0,14040.0,12960.0,3456,2808,2592
2026-08-10,多摩NT,シャインマスカット,長野,相対,5.0,2354.0,2354.0,16200.0,,,3240,,
2026-08-10,多摩NT,デラウェア,山形,相対,2.0,2354.0,2354.0,1944.0,1620.0,1296.0,972,810,648
2026-08-10,多摩NT,デラウェア,山梨,相対,2.0,2354.0,2354.0,1944.0,,,972,,
2026-08-10,多摩NT,巨峰,山梨,相対,5.0,2354.0,2354.0,7560.0,,,1512,,
2026-08-10,多摩NT,巨峰,長野,相対,0.35,2354.0,2354.0,756.0,,,2160,,
2026-08-10,大田,シャインマスカット,各地,相対,5.0,120087.0,122283.0,24840.0,12960.0,5400.0,4968,2592,1080
2026-08-10,大田,シャインマスカット,各地,第三者販売,5.0,125.0,122283.0,11880.0,,,2376,,
2026-08-10,大田,シャインマスカット,山梨,せり・入札,5.0,825.0,122283.0,9180.0,,8640.0,1836,,1728
2026-08-10,大田,シャインマスカット,山梨,相対,5.0,120087.0,122283.0,18360.0,10800.0,5400.0,3672,2160,1080
2026-08-10,大田,シャインマスカット,長野,相対,5.0,120087.0,122283.0,16200.0,14040.0,10800.0,3240,2808,2160
2026-08-10,大田,デラウェア,山形,相対,2.0,120087.0,122283.0,1944.0,1728.0,1188.0,972,864,594
2026-08-10,大田,デラウェア,山梨,相対,2.0,120087.0,122283.0,2160.0,,1296.0,1080,,648
2026-08-10,大田,ピオーネ,各地,相対,5.0,120087.0,122283.0,8640.0,8640.0,5400.0,1728,1728,1080
2026-08-10,大田,ピオーネ,山梨,商物分離,0.4,1246.0,122283.0,648.0,,,1620,,
