date,market,variety,origin,method,unit_kg,qty_kg,qty_total_kg,high_yen,mid_yen,low_yen,high_yen_per_kg,mid_yen_per_kg,low_yen_per_kg
2026-07-14,大田,デラウェア,大阪,相対,0.3,29079.0,29092.0,378.0,313.0,216.0,1260,1043,720
2026-07-14,大田,デラウェア,山形,相対,2.0,29079.0,29092.0,2700.0,2268.0,1620.0,1350,1134,810
2026-07-14,大田,巨峰,各地,相対,0.35,29079.0,29092.0,1080.0,918.0,756.0,3086,2623,2160
2026-07-14,大田,巨峰,山梨,相対,0.4,29079.0,29092.0,702.0,691.0,594.0,1755,1728,1485
2026-07-14,板橋,シャインマスカット,山梨,相対,5.0,1094.0,1100.0,,15120.0,,,3024,
2026-07-14,板橋,デラウェア,大阪,相対,0.3,1094.0,1100.0,378.0,302.0,248.0,1260,1007,827
2026-07-14,板橋,デラウェア,大阪,第三者販売,0.3,6.0,1100.0,356.0,,,1187,,
2026-07-14,淀橋,シャインマスカット,各地,相対,5.0,4126.0,4126.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-14,淀橋,シャインマスカット,山梨,相対,3.0,4126.0,4126.0,14040.0,,7560.0,4680,,2520
2026-07-14,淀橋,デラウェア,山形,相対,0.35,4126.0,4126.0,518.0,486.0,432.0,1480,1389,1234
2026-07-14,淀橋,巨峰,山梨,相対,0.35,4126.0,4126.0,1296.0,,,3703,,
2026-07-14,葛西,デラウェア,各地,相対,2.0,1600.0,1600.0,,378.0,,,189,
2026-07-14,豊島,シャインマスカット,山梨,相対,3.0,200.0,200.0,12960.0,11880.0,9720.0,4320,3960,3240
2026-07-14,豊島,デラウェア,大阪,相対,0.3,200.0,200.0,410.0,,,1367,,
2026-07-14,豊洲,シャインマスカット,各地,相対,5.0,3910.0,4629.0,21600.0,19440.0,18360.0,4320,3888,3672
2026-07-14,豊洲,シャインマスカット,各地,第三者販売,5.0,719.0,4629.0,12960.0,,11880.0,2592,,2376
2026-07-14,豊洲,シャインマスカット,山梨,相対,5.0,3910.0,4629.0,19440.0,,16200.0,3888,,3240
2026-07-14,豊洲,シャインマスカット,山梨,第三者販売,5.0,719.0,4629.0,19440.0,,15120.0,3888,,3024
2026-07-14,豊洲,シャインマスカット,岡山,相対,5.0,3910.0,4629.0,19440.0,12960.0,11880.0,3888,2592,2376
2026-07-14,豊洲,シャインマスカット,岡山,第三者販売,5.0,719.0,4629.0,21600.0,,17280.0,4320,,3456
2026-07-14,豊洲,デラウェア,各地,相対,2.0,3910.0,4629.0,,3564.0,,,1782,
2026-07-14,豊洲,デラウェア,山形,相対,2.0,3910.0,4629.0,2484.0,2160.0,1620.0,1242,1080,810
2026-07-14,豊洲,デラウェア,山形,第三者販売,2.0,719.0,4629.0,2700.0,,2160.0,1350,,1080
2026-07-14,豊洲,巨峰,各地,第三者販売,0.35,719.0,4629.0,,864.0,,,2469,
2026-07-14,豊洲,巨峰,山梨,相対,0.4,3910.0,4629.0,756.0,,702.0,1890,,1755
2026-07-16,北足立,シャインマスカット,山梨,相対,5.0,7700.0,7700.0,,19440.0,,,3888,
2026-07-16,北足立,デラウェア,大阪,相対,0.3,7700.0,7700.0,378.0,,,1260,,
2026-07-16,北足立,デラウェア,山形,相対,2.0,7700.0,7700.0,2484.0,2160.0,1836.0,1242,1080,918
2026-07-16,北足立,巨峰,山梨,相対,5.0,7700.0,7700.0,,16200.0,,,3240,
2026-07-16,多摩NT,シャインマスカット,各地,相対,5.0,704.0,704.0,23760.0,,,4752,,
2026-07-16,多摩NT,シャインマスカット,山梨,相対,5.0,704.0,704.0,19440.0,,,3888,,
2026-07-16,多摩NT,デラウェア,大阪,相対,0.3,704.0,704.0,410.0,388.0,302.0,1367,1293,1007
2026-07-16,多摩NT,デラウェア,山形,相対,2.0,704.0,704.0,3024.0,2700.0,,1512,1350,
2026-07-16,多摩NT,巨峰,山梨,相対,0.35,704.0,704.0,972.0,,,2777,,
2026-07-16,多摩NT,巨峰,福岡,相対,0.35,704.0,704.0,702.0,,,2006,,
2026-07-16,大田,シャインマスカット,各地,相対,5.0,35481.0,35512.0,24840.0,18792.0,10800.0,4968,3758,2160
2026-07-16,大田,シャインマスカット,山梨,相対,5.0,35481.0,35512.0,24840.0,17496.0,15120.0,4968,3499,3024
2026-07-16,大田,シャインマスカット,岡山,相対,5.0,35481.0,35512.0,24840.0,18144.0,12960.0,4968,3629,2592
2026-07-16,大田,シャインマスカット,岡山,第三者販売,5.0,31.0,35512.0,16200.0,,,3240,,
2026-07-16,大田,デラウェア,各地,相対,2.0,35481.0,35512.0,3780.0,3672.0,3240.0,1890,1836,1620
2026-07-16,大田,デラウェア,大阪,相対,0.3,35481.0,35512.0,378.0,313.0,216.0,1260,1043,720
2026-07-16,大田,デラウェア,山形,相対,2.0,35481.0,35512.0,2808.0,2160.0,1404.0,1404,1080,702
2026-07-16,大田,巨峰,各地,相対,0.35,35481.0,35512.0,1080.0,918.0,756.0,3086,2623,2160
2026-07-16,大田,巨峰,山梨,相対,0.4,35481.0,35512.0,756.0,702.0,594.0,1890,1755,1485
2026-07-16,板橋,シャインマスカット,岡山,相対,5.0,1076.0,1100.0,,15120.0,,,3024,
2026-07-16,板橋,デラウェア,大阪,相対,0.3,1076.0,1100.0,464.0,292.0,216.0,1547,973,720
2026-07-16,板橋,デラウェア,大阪,第三者販売,0.3,24.0,1100.0,346.0,324.0,302.0,1153,1080,1007
2026-07-16,淀橋,シャインマスカット,各地,相対,5.0,5339.0,5339.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-16,淀橋,シャインマスカット,山梨,相対,3.0,5339.0,5339.0,14040.0,,7560.0,4680,,2520
2026-07-16,淀橋,デラウェア,山形,相対,0.35,5339.0,5339.0,518.0,486.0,432.0,1480,1389,1234
2026-07-16,淀橋,巨峰,山梨,相対,0.35,5339.0,5339.0,1296.0,,,3703,,
2026-07-16,葛西,デラウェア,各地,相対,2.0,1100.0,1100.0,,378.0,,,189,
2026-07-16,豊島,シャインマスカット,山梨,相対,3.0,300.0,300.0,11880.0,10800.0,9720.0,3960,3600,3240
2026-07-16,豊島,デラウェア,大阪,相対,0.3,300.0,300.0,410.0,356.0,324.0,1367,1187,1080
2026-07-16,豊洲,シャインマスカット,各地,相対,5.0,4740.0,6503.0,22680.0,19440.0,17280.0,4536,3888,3456
2026-07-16,豊洲,シャインマスカット,各地,第三者販売,5.0,1763.0,6503.0,17280.0,,11880.0,3456,,2376
2026-07-16,豊洲,シャインマスカット,山梨,相対,5.0,4740.0,6503.0,18360.0,,11880.0,3672,,2376
2026-07-16,豊洲,シャインマスカット,山梨,第三者販売,5.0,1763.0,6503.0,17280.0,,16200.0,3456,,3240
2026-07-16,豊洲,シャインマスカット,岡山,相対,5.0,4740.0,6503.0,24840.0,19440.0,17280.0,4968,3888,3456
2026-07-16,豊洲,デラウェア,各地,第三者販売,2.0,1763.0,6503.0,,2700.0,,,1350,
2026-07-16,豊洲,デラウェア,山形,相対,2.0,4740.0,6503.0,2376.0,2160.0,1728.0,1188,1080,864
2026-07-16,豊洲,デラウェア,山形,第三者販売,2.0,1763.0,6503.0,2484.0,2160.0,2052.0,1242,1080,1026
2026-07-16,豊洲,巨峰,各地,第三者販売,0.35,1763.0,6503.0,,864.0,,,2469,
2026-07-16,豊洲,巨峰,山梨,相対,0.4,4740.0,6503.0,756.0,,702.0,1890,,1755
2026-07-16,豊洲,巨峰,山梨,第三者販売,0.4,1763.0,6503.0,,702.0,,,1755,
2026-07-17,北足立,シャインマスカット,山梨,相対,5.0,5500.0,5500.0,,19440.0,,,3888,
2026-07-17,北足立,デラウェア,各地,相対,2.0,5500.0,5500.0,,2376.0,,,1188,
2026-07-17,北足立,デラウェア,山形,相対,2.0,5500.0,5500.0,2484.0,2160.0,1836.0,1242,1080,918
2026-07-17,北足立,巨峰,山梨,相対,5.0,5500.0,5500.0,,16200.0,,,3240,
2026-07-17,多摩NT,シャインマスカット,各地,相対,5.0,373.0,373.0,23760.0,,,4752,,
2026-07-17,多摩NT,シャインマスカット,山梨,相対,5.0,373.0,373.0,19440.0,,,3888,,
2026-07-17,多摩NT,デラウェア,大阪,相対,0.3,373.0,373.0,410.0,388.0,302.0,1367,1293,1007
2026-07-17,多摩NT,デラウェア,山形,相対,2.0,373.0,373.0,3024.0,27000.0,,1512,13500,
2026-07-17,大田,アレキ,岡山,相対,0.75,32514.0,32569.0,4320.0,3996.0,3240.0,5760,5328,4320
2026-07-17,大田,シャインマスカット,各地,相対,5.0,32514.0,32569.0,21600.0,15444.0,10800.0,4320,3089,2160
2026-07-17,大田,シャインマスカット,山梨,相対,5.0,32514.0,32569.0,24840.0,17388.0,15120.0,4968,3478,3024
2026-07-17,大田,シャインマスカット,岡山,相対,5.0,32514.0,32569.0,35640.0,21060.0,10800.0,7128,4212,2160
2026-07-17,大田,デラウェア,各地,相対,2.0,32514.0,32569.0,3780.0,3240.0,2700.0,1890,1620,1350
2026-07-17,大田,デラウェア,大阪,相対,0.3,32514.0,32569.0,378.0,,,1260,,
2026-07-17,大田,デラウェア,山形,相対,2.0,32514.0,32569.0,2592.0,2052.0,1404.0,1296,1026,702
2026-07-17,大田,巨峰,各地,相対,0.35,32514.0,32569.0,1080.0,929.0,756.0,3086,2654,2160
2026-07-17,大田,巨峰,山梨,相対,0.4,32514.0,32569.0,756.0,713.0,648.0,1890,1782,1620
2026-07-17,板橋,シャインマスカット,岡山,相対,5.0,770.0,800.0,,15120.0,,,3024,
2026-07-17,板橋,デラウェア,大阪,相対,0.3,770.0,800.0,356.0,292.0,216.0,1187,973,720
2026-07-17,板橋,デラウェア,大阪,第三者販売,0.3,30.0,800.0,346.0,324.0,302.0,1153,1080,1007
2026-07-17,淀橋,シャインマスカット,各地,相対,5.0,4273.0,4273.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-17,淀橋,シャインマスカット,山梨,相対,3.0,4273.0,4273.0,14040.0,,7560.0,4680,,2520
2026-07-17,淀橋,デラウェア,山形,相対,0.35,4273.0,4273.0,518.0,486.0,432.0,1480,1389,1234
2026-07-17,淀橋,巨峰,山梨,相対,0.35,4273.0,4273.0,1296.0,,,3703,,
2026-07-17,葛西,デラウェア,各地,相対,2.0,1300.0,1300.0,,378.0,,,189,
2026-07-17,豊島,シャインマスカット,山梨,相対,3.0,300.0,300.0,11880.0,10800.0,9720.0,3960,3600,3240
2026-07-17,豊島,デラウェア,大阪,相対,0.3,300.0,300.0,410.0,378.0,324.0,1367,1260,1080
2026-07-17,豊洲,シャインマスカット,各地,相対,5.0,4101.0,6208.0,20520.0,19440.0,18360.0,4104,3888,3672
2026-07-17,豊洲,シャインマスカット,各地,第三者販売,5.0,2107.0,6208.0,,12960.0,,,2592,
2026-07-17,豊洲,シャインマスカット,山梨,相対,5.0,4101.0,6208.0,19440.0,,16200.0,3888,,3240
2026-07-17,豊洲,シャインマスカット,山梨,第三者販売,5.0,2107.0,6208.0,,19440.0,,,3888,
2026-07-17,豊洲,シャインマスカット,岡山,相対,5.0,4101.0,6208.0,30240.0,19440.0,14040.0,6048,3888,2808
2026-07-17,豊洲,シャインマスカット,岡山,第三者販売,5.0,2107.0,6208.0,37800.0,19440.0,18360.0,7560,3888,3672
2026-07-17,豊洲,デラウェア,各地,相対,2.0,4101.0,6208.0,,3240.0,,,1620,
2026-07-17,豊洲,デラウェア,山形,相対,2.0,4101.0,6208.0,1944.0,1728.0,1512.0,972,864,756
2026-07-17,豊洲,デラウェア,山形,第三者販売,2.0,2107.0,6208.0,2160.0,,1728.0,1080,,864
2026-07-17,豊洲,巨峰,各地,第三者販売,0.35,2107.0,6208.0,,864.0,,,2469,
2026-07-17,豊洲,巨峰,山梨,相対,0.4,4101.0,6208.0,756.0,,702.0,1890,,1755
2026-07-18,北足立,シャインマスカット,山梨,相対,5.0,6700.0,6700.0,,19440.0,,,3888,
2026-07-18,北足立,デラウェア,各地,相対,2.0,6700.0,6700.0,,2376.0,,,1188,
2026-07-18,北足立,デラウェア,山形,相対,2.0,6700.0,6700.0,2484.0,2160.0,1836.0,1242,1080,918
2026-07-18,北足立,巨峰,山梨,相対,5.0,6700.0,6700.0,,16200.0,,,3240,
2026-07-18,多摩NT,シャインマスカット,各地,相対,5.0,754.0,754.0,23760.0,,,4752,,
2026-07-18,多摩NT,シャインマスカット,山梨,相対,5.0,754.0,754.0,19440.0,,,3888,,
2026-07-18,多摩NT,デラウェア,大阪,相対,0.3,754.0,754.0,410.0,388.0,302.0,1367,1293,1007
2026-07-18,多摩NT,デラウェア,山形,相対,2.0,754.0,754.0,3024.0,2700.0,,1512,1350,
2026-07-18,多摩NT,巨峰,山梨,相対,0.35,754.0,754.0,972.0,,,2777,,
2026-07-18,多摩NT,巨峰,福岡,相対,0.35,754.0,754.0,702.0,,,2006,,
2026-07-18,大田,アレキ,岡山,相対,0.75,40383.0,40390.0,4860.0,3888.0,3240.0,6480,5184,4320
2026-07-18,大田,シャインマスカット,各地,相対,5.0,40383.0,40390.0,24840.0,18900.0,10800.0,4968,3780,2160
2026-07-18,大田,シャインマスカット,山梨,相対,5.0,40383.0,40390.0,20520.0,17496.0,12960.0,4104,3499,2592
2026-07-18,大田,シャインマスカット,岡山,相対,5.0,40383.0,40390.0,35640.0,20520.0,11880.0,7128,4104,2376
2026-07-18,大田,デラウェア,各地,相対,2.0,40383.0,40390.0,3780.0,3024.0,2700.0,1890,1512,1350
2026-07-18,大田,デラウェア,大阪,相対,0.3,40383.0,40390.0,378.0,313.0,216.0,1260,1043,720
2026-07-18,大田,デラウェア,山形,相対,2.0,40383.0,40390.0,2592.0,2052.0,1404.0,1296,1026,702
2026-07-18,大田,巨峰,各地,相対,0.35,40383.0,40390.0,972.0,799.0,756.0,2777,2283,2160
2026-07-18,大田,巨峰,山梨,相対,0.4,40383.0,40390.0,756.0,691.0,648.0,1890,1728,1620
2026-07-18,板橋,シャインマスカット,山梨,相対,5.0,694.0,700.0,,15120.0,,,3024,
2026-07-18,板橋,デラウェア,大阪,相対,0.3,694.0,700.0,346.0,292.0,248.0,1153,973,827
2026-07-18,板橋,デラウェア,大阪,第三者販売,0.3,6.0,700.0,346.0,,,1153,,
2026-07-18,淀橋,シャインマスカット,各地,相対,5.0,5606.0,5606.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-18,淀橋,シャインマスカット,山梨,相対,3.0,5606.0,5606.0,14040.0,,7560.0,4680,,2520
2026-07-18,淀橋,デラウェア,山形,相対,0.35,5606.0,5606.0,518.0,486.0,432.0,1480,1389,1234
2026-07-18,淀橋,巨峰,山梨,相対,0.35,5606.0,5606.0,1296.0,,,3703,,
2026-07-18,葛西,デラウェア,各地,相対,2.0,200.0,200.0,,378.0,,,189,
2026-07-18,葛西,巨峰,各地,相対,0.35,200.0,200.0,,702.0,,,2006,
2026-07-18,豊島,シャインマスカット,山梨,相対,3.0,400.0,400.0,1296.0,,864.0,432,,288
2026-07-18,豊島,デラウェア,山形,相対,2.0,400.0,400.0,1620.0,,,810,,
2026-07-18,豊洲,シャインマスカット,各地,相対,5.0,5171.0,6736.0,20520.0,19440.0,18360.0,4104,3888,3672
2026-07-18,豊洲,シャインマスカット,各地,第三者販売,5.0,1565.0,6736.0,12960.0,,11880.0,2592,,2376
2026-07-18,豊洲,シャインマスカット,山梨,相対,5.0,5171.0,6736.0,19440.0,,11880.0,3888,,2376
2026-07-18,豊洲,シャインマスカット,岡山,相対,5.0,5171.0,6736.0,14040.0,,11880.0,2808,,2376
2026-07-18,豊洲,シャインマスカット,岡山,第三者販売,5.0,1565.0,6736.0,22680.0,19440.0,18360.0,4536,3888,3672
2026-07-18,豊洲,デラウェア,各地,相対,2.0,5171.0,6736.0,,3240.0,,,1620,
2026-07-18,豊洲,デラウェア,山形,相対,2.0,5171.0,6736.0,2484.0,2160.0,1620.0,1242,1080,810
2026-07-18,豊洲,デラウェア,山形,第三者販売,2.0,1565.0,6736.0,,2160.0,,,1080,
2026-07-18,豊洲,巨峰,各地,第三者販売,0.35,1565.0,6736.0,,864.0,,,2469,
2026-07-18,豊洲,巨峰,山梨,相対,0.4,5171.0,6736.0,756.0,702.0,648.0,1890,1755,1620
2026-07-18,豊洲,巨峰,山梨,第三者販売,0.4,1565.0,6736.0,,702.0,,,1755,
2026-07-21,北足立,シャインマスカット,山梨,相対,5.0,6600.0,6600.0,,19440.0,,,3888,
2026-07-21,北足立,デラウェア,各地,相対,2.0,6600.0,6600.0,,2376.0,,,1188,
2026-07-21,北足立,デラウェア,山形,相対,2.0,6600.0,6600.0,2160.0,1944.0,1620.0,1080,972,810
2026-07-21,北足立,巨峰,山梨,相対,5.0,6600.0,6600.0,,16200.0,,,3240,
2026-07-21,多摩NT,シャインマスカット,各地,相対,5.0,1150.0,1150.0,23760.0,,,4752,,
2026-07-21,多摩NT,シャインマスカット,山梨,相対,5.0,1150.0,1150.0,19440.0,,,3888,,
2026-07-21,多摩NT,デラウェア,大阪,相対,0.3,1150.0,1150.0,410.0,388.0,302.0,1367,1293,1007
2026-07-21,多摩NT,デラウェア,山形,相対,2.0,1150.0,1150.0,3024.0,2700.0,,1512,1350,
2026-07-21,多摩NT,巨峰,山梨,相対,0.35,1150.0,1150.0,972.0,,,2777,,
2026-07-21,多摩NT,巨峰,福岡,相対,0.35,1150.0,1150.0,702.0,,,2006,,
2026-07-21,大田,アレキ,岡山,相対,0.75,46890.0,47055.0,4320.0,3780.0,3240.0,5760,5040,4320
2026-07-21,大田,シャインマスカット,各地,相対,5.0,46890.0,47055.0,32400.0,18252.0,12960.0,6480,3650,2592
2026-07-21,大田,シャインマスカット,山梨,相対,5.0,46890.0,47055.0,20520.0,18360.0,14040.0,4104,3672,2808
2026-07-21,大田,シャインマスカット,岡山,相対,5.0,46890.0,47055.0,32400.0,19440.0,11880.0,6480,3888,2376
2026-07-21,大田,シャインマスカット,岡山,第三者販売,5.0,165.0,47055.0,19440.0,17712.0,14040.0,3888,3542,2808
2026-07-21,大田,デラウェア,各地,相対,2.0,46890.0,47055.0,2484.0,,2376.0,1242,,1188
2026-07-21,大田,デラウェア,大阪,相対,0.3,46890.0,47055.0,356.0,302.0,216.0,1187,1007,720
2026-07-21,大田,デラウェア,山形,相対,2.0,46890.0,47055.0,2214.0,1944.0,1404.0,1107,972,702
2026-07-21,大田,巨峰,各地,相対,0.35,46890.0,47055.0,972.0,864.0,756.0,2777,2469,2160
2026-07-21,大田,巨峰,山梨,相対,0.4,46890.0,47055.0,702.0,648.0,432.0,1755,1620,1080
2026-07-21,板橋,シャインマスカット,山梨,相対,5.0,800.0,800.0,,15120.0,,,3024,
2026-07-21,板橋,デラウェア,大阪,相対,0.3,800.0,800.0,356.0,297.0,238.0,1187,990,793
2026-07-21,淀橋,シャインマスカット,各地,相対,5.0,7108.0,7108.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-21,淀橋,シャインマスカット,山梨,相対,3.0,7108.0,7108.0,10800.0,,7560.0,3600,,2520
2026-07-21,淀橋,デラウェア,山形,相対,0.35,7108.0,7108.0,518.0,486.0,432.0,1480,1389,1234
2026-07-21,淀橋,巨峰,山梨,相対,0.35,7108.0,7108.0,810.0,,,2314,,
2026-07-21,葛西,シャインマスカット,各地,相対,5.0,700.0,700.0,,648.0,,,130,
2026-07-21,葛西,デラウェア,各地,相対,2.0,700.0,700.0,,378.0,,,189,
2026-07-21,豊島,シャインマスカット,山梨,相対,3.0,600.0,600.0,1188.0,,972.0,396,,324
2026-07-21,豊島,デラウェア,山形,相対,2.0,600.0,600.0,410.0,378.0,324.0,205,189,162
2026-07-21,豊洲,シャインマスカット,各地,相対,5.0,7937.0,10096.0,19440.0,18360.0,16200.0,3888,3672,3240
2026-07-21,豊洲,シャインマスカット,各地,第三者販売,5.0,2159.0,10096.0,18360.0,,11880.0,3672,,2376
2026-07-21,豊洲,シャインマスカット,山梨,相対,5.0,7937.0,10096.0,17280.0,,15120.0,3456,,3024
2026-07-21,豊洲,シャインマスカット,山梨,第三者販売,5.0,2159.0,10096.0,,17280.0,,,3456,
2026-07-21,豊洲,シャインマスカット,岡山,相対,5.0,7937.0,10096.0,19440.0,16200.0,11880.0,3888,3240,2376
2026-07-21,豊洲,シャインマスカット,岡山,第三者販売,5.0,2159.0,10096.0,21600.0,19440.0,18360.0,4320,3888,3672
2026-07-21,豊洲,デラウェア,各地,相対,2.0,7937.0,10096.0,,3240.0,,,1620,
2026-07-21,豊洲,デラウェア,各地,第三者販売,2.0,2159.0,10096.0,,3240.0,,,1620,
2026-07-21,豊洲,デラウェア,山形,相対,2.0,7937.0,10096.0,1836.0,,1512.0,918,,756
2026-07-21,豊洲,デラウェア,山形,第三者販売,2.0,2159.0,10096.0,2484.0,2160.0,1944.0,1242,1080,972
2026-07-21,豊洲,巨峰,各地,相対,0.35,7937.0,10096.0,,918.0,,,2623,
2026-07-21,豊洲,巨峰,各地,第三者販売,0.35,2159.0,10096.0,,864.0,,,2469,
2026-07-21,豊洲,巨峰,山梨,相対,0.4,7937.0,10096.0,724.0,702.0,648.0,1810,1755,1620
2026-07-21,豊洲,巨峰,山梨,第三者販売,0.4,2159.0,10096.0,702.0,,648.0,1755,,1620
2026-07-23,世田谷,デラウェア,山形,相対,2.0,200.0,200.0,,486.0,,,243,
2026-07-23,北足立,シャインマスカット,山梨,相対,5.0,6600.0,6600.0,,19440.0,,,3888,
2026-07-23,北足立,デラウェア,各地,相対,2.0,6600.0,6600.0,,2376.0,,,1188,
2026-07-23,北足立,デラウェア,山形,相対,2.0,6600.0,6600.0,2160.0,1944.0,1620.0,1080,972,810
2026-07-23,北足立,巨峰,山梨,相対,5.0,6600.0,6600.0,,16200.0,,,3240,
2026-07-23,多摩NT,シャインマスカット,各地,相対,5.0,736.0,736.0,23760.0,,,4752,,
2026-07-23,多摩NT,シャインマスカット,山梨,相対,5.0,736.0,736.0,19440.0,,,3888,,
2026-07-23,多摩NT,デラウェア,大阪,相対,0.3,736.0,736.0,410.0,388.0,302.0,1367,1293,1007
2026-07-23,多摩NT,デラウェア,山形,相対,2.0,736.0,736.0,3024.0,2700.0,,1512,1350,
2026-07-23,多摩NT,巨峰,山梨,相対,0.35,736.0,736.0,972.0,,,2777,,
2026-07-23,多摩NT,巨峰,福岡,相対,0.35,736.0,736.0,702.0,,,2006,,
2026-07-23,大田,アレキ,岡山,相対,0.75,53505.0,53549.0,4320.0,3996.0,3240.0,5760,5328,4320
2026-07-23,大田,シャインマスカット,各地,商物分離,5.0,15.0,53549.0,14040.0,,,2808,,
2026-07-23,大田,シャインマスカット,各地,相対,5.0,53505.0,53549.0,22680.0,18036.0,12960.0,4536,3607,2592
2026-07-23,大田,シャインマスカット,山梨,相対,5.0,53505.0,53549.0,18360.0,15336.0,10800.0,3672,3067,2160
2026-07-23,大田,シャインマスカット,岡山,相対,5.0,53505.0,53549.0,21600.0,16092.0,12960.0,4320,3218,2592
2026-07-23,大田,デラウェア,各地,相対,2.0,53505.0,53549.0,3780.0,2484.0,2376.0,1890,1242,1188
2026-07-23,大田,デラウェア,大阪,相対,0.3,53505.0,53549.0,356.0,,,1187,,
2026-07-23,大田,デラウェア,山形,相対,2.0,53505.0,53549.0,2160.0,1944.0,1404.0,1080,972,702
2026-07-23,大田,巨峰,各地,相対,0.35,53505.0,53549.0,918.0,853.0,648.0,2623,2437,1851
2026-07-23,大田,巨峰,山梨,相対,0.4,53505.0,53549.0,702.0,637.0,594.0,1755,1592,1485
2026-07-23,板橋,デラウェア,各地,相対,2.0,794.0,800.0,,15120.0,,,7560,
2026-07-23,板橋,デラウェア,大阪,相対,0.3,794.0,800.0,356.0,281.0,238.0,1187,937,793
2026-07-23,板橋,デラウェア,大阪,第三者販売,0.3,6.0,800.0,346.0,,,1153,,
2026-07-23,淀橋,シャインマスカット,各地,相対,5.0,6879.0,6879.0,23760.0,21600.0,19440.0,4752,4320,3888
2026-07-23,淀橋,シャインマスカット,山梨,相対,3.0,6879.0,6879.0,10800.0,,7560.0,3600,,2520
2026-07-23,淀橋,デラウェア,山形,相対,0.35,6879.0,6879.0,518.0,486.0,432.0,1480,1389,1234
2026-07-23,淀橋,巨峰,山梨,相対,0.35,6879.0,6879.0,810.0,,,2314,,
2026-07-23,葛西,デラウェア,各地,相対,2.0,700.0,700.0,,378.0,,,189,
2026-07-23,葛西,巨峰,山梨,相対,0.4,700.0,700.0,,648.0,,,1620,
2026-07-23,豊島,シャインマスカット,山梨,相対,3.0,800.0,800.0,1188.0,1080.0,972.0,396,360,324
2026-07-23,豊島,デラウェア,山形,相対,2.0,800.0,800.0,410.0,378.0,324.0,205,189,162
2026-07-23,豊洲,アレキ,岡山,相対,0.75,7213.0,10020.0,,1944.0,,,2592,
2026-07-23,豊洲,シャインマスカット,各地,相対,5.0,7213.0,10020.0,19440.0,18360.0,16740.0,3888,3672,3348
2026-07-23,豊洲,シャインマスカット,各地,第三者販売,5.0,2807.0,10020.0,16200.0,,11880.0,3240,,2376
2026-07-23,豊洲,シャインマスカット,山梨,相対,5.0,7213.0,10020.0,17280.0,,15120.0,3456,,3024
2026-07-23,豊洲,シャインマスカット,山梨,第三者販売,5.0,2807.0,10020.0,17280.0,,15120.0,3456,,3024
2026-07-23,豊洲,シャインマスカット,岡山,相対,5.0,7213.0,10020.0,21600.0,11880.0,10800.0,4320,2376,2160
2026-07-23,豊洲,シャインマスカット,岡山,第三者販売,5.0,2807.0,10020.0,21600.0,19440.0,16200.0,4320,3888,3240
2026-07-23,豊洲,デラウェア,山形,相対,2.0,7213.0,10020.0,1944.0,1728.0,1620.0,972,864,810
2026-07-23,豊洲,デラウェア,山形,第三者販売,2.0,2807.0,10020.0,2160.0,,1944.0,1080,,972
2026-07-23,豊洲,巨峰,各地,相対,0.35,7213.0,10020.0,972.0,,756.0,2777,,2160
2026-07-23,豊洲,巨峰,各地,第三者販売,0.35,2807.0,10020.0,,864.0,,,2469,
2026-07-23,豊洲,巨峰,山梨,相対,0.4,7213.0,10020.0,702.0,670.0,648.0,1755,1675,1620
2026-07-23,豊洲,巨峰,山梨,第三者販売,0.4,2807.0,10020.0,670.0,,616.0,1675,,1540
2026-07-24,北足立,シャインマスカット,山梨,相対,5.0,5800.0,5800.0,,19440.0,,,3888,
2026-07-24,北足立,デラウェア,各地,相対,2.0,5800.0,5800.0,,2376.0,,,1188,
2026-07-24,北足立,デラウェア,山形,相対,2.0,5800.0,5800.0,2160.0,1944.0,1620.0,1080,972,810
2026-07-24,北足立,巨峰,山梨,相対,5.0,5800.0,5800.0,,16200.0,,,3240,
2026-07-24,多摩NT,シャインマスカット,各地,相対,5.0,758.0,758.0,23760.0,,,4752,,
2026-07-24,多摩NT,シャインマスカット,山梨,相対,5.0,758.0,758.0,19440.0,,,3888,,
2026-07-24,多摩NT,デラウェア,大阪,相対,0.3,758.0,758.0,410.0,388.0,302.0,1367,1293,1007
2026-07-24,多摩NT,デラウェア,山形,相対,2.0,758.0,758.0,3024.0,2700.0,,1512,1350,
2026-07-24,大田,アレキ,岡山,相対,0.75,48533.0,48649.0,3240.0,,,4320,,
2026-07-24,大田,シャインマスカット,各地,商物分離,5.0,45.0,48649.0,14040.0,,,2808,,
2026-07-24,大田,シャインマスカット,各地,相対,5.0,48533.0,48649.0,22680.0,17388.0,10800.0,4536,3478,2160
2026-07-24,大田,シャインマスカット,山梨,相対,5.0,48533.0,48649.0,20520.0,15552.0,10800.0,4104,3110,2160
2026-07-24,大田,シャインマスカット,岡山,相対,5.0,48533.0,48649.0,19440.0,13932.0,8100.0,3888,2786,1620
2026-07-24,大田,デラウェア,各地,相対,2.0,48533.0,48649.0,3780.0,2808.0,2376.0,1890,1404,1188
